join epyc 0-master 10 0 simple 1 1 15932.044931 0.063
join epyc 0-master 10 0 simple 8 1 121543.898191 0.066
join epyc 0-master 10 0 simple 16 1 239444.964917 0.067
join epyc 0-master 10 0 simple 32 1 464172.211272 0.069
join epyc 0-master 10 0 simple 64 1 791800.270939 0.081
join epyc 0-master 10 0 simple 96 1 941176.961348 0.102
join epyc 0-master 10 0 simple 160 1 1181579.367385 0.135
join epyc 0-master 10 0 simple 224 1 1299740.564907 0.172
join epyc 0-master 10 0 prepared 1 1 53806.733284 0.019
join epyc 0-master 10 0 prepared 8 1 413324.762673 0.019
join epyc 0-master 10 0 prepared 16 1 824374.351162 0.019
join epyc 0-master 10 0 prepared 32 1 1621541.796096 0.020
join epyc 0-master 10 0 prepared 64 1 2492459.238818 0.026
join epyc 0-master 10 0 prepared 96 1 2715884.093133 0.035
join epyc 0-master 10 0 prepared 160 1 3031696.186105 0.053
join epyc 0-master 10 0 prepared 224 1 3213427.465720 0.070
join epyc 0-master 10 1 simple 1 1 13542.219880 0.074
join epyc 0-master 10 1 simple 8 1 104627.828722 0.076
join epyc 0-master 10 1 simple 16 1 208852.294817 0.077
join epyc 0-master 10 1 simple 32 1 405354.750378 0.079
join epyc 0-master 10 1 simple 64 1 706378.345290 0.091
join epyc 0-master 10 1 simple 96 1 843116.339462 0.114
join epyc 0-master 10 1 simple 160 1 1065611.984660 0.150
join epyc 0-master 10 1 simple 224 1 1188581.139680 0.188
join epyc 0-master 10 1 prepared 1 1 54277.540599 0.018
join epyc 0-master 10 1 prepared 8 1 415744.586608 0.019
join epyc 0-master 10 1 prepared 16 1 830213.558330 0.019
join epyc 0-master 10 1 prepared 32 1 1640049.666124 0.020
join epyc 0-master 10 1 prepared 64 1 2507672.200836 0.026
join epyc 0-master 10 1 prepared 96 1 2719941.389092 0.035
join epyc 0-master 10 1 prepared 160 1 3044786.781186 0.053
join epyc 0-master 10 1 prepared 224 1 3224947.619705 0.069
join epyc 0-master 10 10 simple 1 1 5653.140346 0.177
join epyc 0-master 10 10 simple 8 1 40646.218219 0.197
join epyc 0-master 10 10 simple 16 1 77937.477861 0.205
join epyc 0-master 10 10 simple 32 1 140266.150253 0.228
join epyc 0-master 10 10 simple 64 1 188238.729161 0.340
join epyc 0-master 10 10 simple 96 1 181319.376761 0.529
join epyc 0-master 10 10 simple 160 1 164271.101650 0.974
join epyc 0-master 10 10 simple 224 1 158465.915204 1.414
join epyc 0-master 10 10 prepared 1 1 18201.112602 0.055
join epyc 0-master 10 10 prepared 8 1 116272.543738 0.069
join epyc 0-master 10 10 prepared 16 1 212834.791259 0.075
join epyc 0-master 10 10 prepared 32 1 338824.479963 0.094
join epyc 0-master 10 10 prepared 64 1 392599.613923 0.163
